geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
01031,-23.54162040605342,-46.63581283291019,sao paulo,SP
01046,-23.545884279214015,-46.643163191240035,sao paulo,SP
01046,-23.545884279214015,-46.643163191240035,sao paulo,SP
01050,-23.54874766250217,-46.64239136704376,sao paulo,SP
01050,-23.54874766250217,-46.64239136704376,sao paulo,SP
01050,-23.54874766250217,-46.64239136704376,sao paulo,SP
01050,-23.54874766250217,-46.64239136704376,sao paulo,SP
01050,-23.54874766250217,-46.64239136704376,são paulo,SP
01123,-23.52934819954993,-46.636433659587965,são paulo,SP
01126,-23.527363441860416,-46.63735522217097,sao paulo,SP
01129,-23.522209449622046,-46.642551998615026,sao paulo,SP
01131,-23.52112120344507,-46.645727290322505,sao paulo,SP
01131,-23.52112120344507,-46.645727290322505,sao paulo,SP
01131,-23.522516781003024,-46.64936449001667,são paulo,SP
01131,-23.52373081571351,-46.64432648058162,sao paulo,SP
01154,-23.531373052455425,-46.66001247071385,sao paulo,SP
01209,-23.54090353872119,-46.64163797515727,sao paulo,SP
01209,-23.54090353872119,-46.64163797515727,sao paulo,SP
01222,-23.54528750346245,-46.65167032944774,sao paulo,SP
01222,-23.54748357646144,-46.649494105603345,sao paulo,SP
01222,-23.54748357646144,-46.649494105603345,sao paulo,SP
01222,-23.54748357646144,-46.649494105603345,são paulo,SP
01222,-23.54748357646144,-46.649494105603345,são paulo,SP
01223,-23.544623503750902,-46.651234363725536,sao paulo,SP
01224,-23.541674121346446,-46.65329822850629,sao paulo,SP
01224,-23.541674121346446,-46.65329822850629,sao paulo,SP
01224,-23.54170848903573,-46.64890266180967,sao paulo,SP
01224,-23.541771478215686,-46.64803427699232,sao paulo,SP
01224,-23.541771478215686,-46.64803427699232,sao paulo,SP
01224,-23.541771478215686,-46.64803427699232,sao paulo,SP
01224,-23.541771478215686,-46.64803427699232,sao paulo,SP
01224,-23.542662489035724,-46.653690913266786,sao paulo,SP
01224,-23.542662489035724,-46.653690913266786,sao paulo,SP
01224,-23.542662489035724,-46.653690913266786,sao paulo,SP
01224,-23.542662489035724,-46.653690913266786,são paulo,SP
01224,-23.542662489035724,-46.653690913266786,são paulo,SP
01224,-23.542662489035724,-46.653690913266786,são paulo,SP
01228,-23.55167843574358,-46.66070011547109,sao paulo,SP
01228,-23.55167843574358,-46.66070011547109,sao paulo,SP
01228,-23.55167843574358,-46.66070011547109,sao paulo,SP
01228,-23.55167843574358,-46.66070011547109,são paulo,SP
01229,-23.540238681372298,-46.65911756771886,sao paulo,SP
01229,-23.540238681372298,-46.65911756771886,sao paulo,SP
01229,-23.540238681372298,-46.65911756771886,sao paulo,SP
01229,-23.540238681372298,-46.65911756771886,sao paulo,SP
01230,-23.532939785734893,-46.65448495628715,são paulo,SP
01230,-23.53415076242136,-46.657054713428394,são paulo,SP
01230,-23.53495860421836,-46.657994599919185,sao paulo,SP
01230,-23.53495860421836,-46.657994599919185,sao paulo,SP
01230,-23.535609265335548,-46.65654851817764,sao paulo,SP
01230,-23.535609265335548,-46.65654851817764,sao paulo,SP
01230,-23.537094600611677,-46.65734454149115,sao paulo,SP
01230,-23.537094600611677,-46.65734454149115,sao paulo,SP
01230,-23.537763450458765,-46.65760851679266,sao paulo,SP
01230,-23.53940891035259,-46.65952322745107,sao paulo,SP
01230,-23.540479826533556,-46.65837220191585,sao paulo,SP
01230,-23.540479826533556,-46.65837220191585,sao paulo,SP
01231,-23.538856892867443,-46.65894219317329,sao paulo,SP
01231,-23.539316731057767,-46.65767884041202,sao paulo,SP
01232,-23.53821412101102,-46.661304091032385,sao paulo,SP
01233,-23.533205448237055,-46.66011408964741,sao paulo,SP
01233,-23.533205448237055,-46.66011408964741,sao paulo,SP
01233,-23.53504542936694,-46.661444811818384,sao paulo,SP
01233,-23.53504542936694,-46.661444811818384,são paulo,SP
01233,-23.54086498251486,-46.662218753678786,são paulo,SP
01239,-23.546781576461434,-46.656499734952895,sao paulo,SP
01239,-23.546781576461434,-46.656499734952895,são paulo,SP
01239,-23.547076868168936,-46.65490703482605,sao paulo,SP
01239,-23.547076868168936,-46.65490703482605,sao paulo,SP
01240,-23.542438694414034,-46.662017537740255,sao paulo,SP
01240,-23.54296030558596,-46.66135846225974,sao paulo,SP
01240,-23.54296030558596,-46.66135846225974,sao paulo,SP
01240,-23.54296030558596,-46.66135846225974,sao paulo,SP
01240,-23.544076380229733,-46.65791220177162,sao paulo,SP
01240,-23.544076380229733,-46.65791220177162,sao paulo,SP
01251,-23.54933998612154,-46.67602177892555,sao paulo,SP
01257,-23.540035452680467,-46.687436822090156,sao paulo,SP
01258,-23.543318483755602,-46.687135954498125,sao paulo,SP
01258,-23.543318483755602,-46.687135954498125,sao paulo,SP
01258,-23.54436297530149,-46.686457351924545,sao paulo,SP
01258,-23.54436297530149,-46.686457351924545,são paulo,SP
01258,-23.545259632812005,-46.688460056610374,sao paulo,SP
01258,-23.545259632812005,-46.688460056610374,sao paulo,SP
01303,-23.54919071579432,-46.65156961601936,sao paulo,SP
01303,-23.54919071579432,-46.65156961601936,sao paulo,SP
01303,-23.54919071579432,-46.65156961601936,sao paulo,SP
01303,-23.54919071579432,-46.65156961601936,são paulo,SP
01307,-23.552107502077472,-46.650029123232706,sao paulo,SP
01307,-23.552107502077472,-46.650029123232706,sao paulo,SP
01307,-23.552107502077472,-46.650029123232706,são paulo,SP
01307,-23.555219857060443,-46.65586594768881,sao paulo,SP
01307,-23.555219857060443,-46.65586594768881,sao paulo,SP
01308,-23.55510652400601,-46.651454780454756,sao paulo,SP
01308,-23.55636143268516,-46.652699587569934,sao paulo,SP
01311,-23.56394493173287,-46.65362115987643,sao paulo,SP
01311,-23.567741931566953,-46.64914584988601,sao paulo,SP
01311,-23.567741931566953,-46.64914584988601,sao paulo,SP
01311,-23.567741931566953,-46.64914584988601,sao paulo,SP
01311,-23.567741931566953,-46.64914584988601,sao paulo,SP
01311,-23.567741931566953,-46.64914584988601,são paulo,SP
01313,-23.556675278665757,-46.650538823475145,sao paulo,SP
01313,-23.556675278665757,-46.650538823475145,sao paulo,SP
01313,-23.556675278665757,-46.650538823475145,sao paulo,SP
01313,-23.558807252293807,-46.65377957784641,sao paulo,SP
01313,-23.558807252293807,-46.65377957784641,sao paulo,SP
01313,-23.558807252293807,-46.65377957784641,sao paulo,SP
01318,-23.565272605603347,-46.64750469623171,sao paulo,SP
01318,-23.56684182209016,-46.648598290322504,são paulo,SP
01319,-23.55071881932019,-46.641980053840406,sao paulo,SP
01319,-23.55071881932019,-46.641980053840406,sao paulo,SP
01319,-23.55071881932019,-46.641980053840406,sao paulo,SP
01319,-23.55071881932019,-46.641980053840406,são paulo,SP
01319,-23.55071881932019,-46.641980053840406,são paulo,SP
01319,-23.552246682757275,-46.638339805297484,sao paulo,SP
01319,-23.552246682757275,-46.638339805297484,são paulo,SP
01319,-23.552246682757275,-46.638339805297484,são paulo,SP
01319,-23.552246682757275,-46.638339805297484,são paulo,SP
01321,-23.559532868168937,-46.63991866556059,sao paulo,SP
01321,-23.559532868168937,-46.63991866556059,sao paulo,SP
01321,-23.559532868168937,-46.63991866556059,sao paulo,SP
01321,-23.559532868168937,-46.63991866556059,sao paulo,SP
01321,-23.559532868168937,-46.63991866556059,sao paulo,SP
01321,-23.559532868168937,-46.63991866556059,sao paulo,SP
01321,-23.559532868168937,-46.63991866556059,sao paulo,SP
01321,-23.566071059120524,-46.642833509146584,sao paulo,SP
01321,-23.566071059120524,-46.642833509146584,sao paulo,SP
01321,-23.566071059120524,-46.642833509146584,são paulo,SP
01322,-23.56215497919663,-46.64265938565409,são paulo,SP
01322,-23.56298518122807,-46.643643969328885,sao paulo,SP
01322,-23.564631960586315,-46.643701630042045,sao paulo,SP
01322,-23.564631960586315,-46.643701630042045,sao paulo,SP
01322,-23.564631960586315,-46.643701630042045,sao paulo,SP
01322,-23.564631960586315,-46.643701630042045,sao paulo,SP
01322,-23.564631960586315,-46.643701630042045,sao paulo,SP
01322,-23.564631960586315,-46.643701630042045,sao paulo,SP
01322,-23.564631960586315,-46.643701630042045,sao paulo,SP
01322,-23.564631960586315,-46.643701630042045,são paulo,SP
01323,-23.56360092810872,-46.64096891541434,sao paulo,SP
01323,-23.56360092810872,-46.64096891541434,sao paulo,SP
01323,-23.56360092810872,-46.64096891541434,sao paulo,SP
01323,-23.56360092810872,-46.64096891541434,são paulo,SP
01325,-23.555431833198657,-46.64341783749782,sao paulo,SP
01325,-23.559188898695822,-46.64421423313522,sao paulo,SP
01326,-23.55457215015292,-46.64563164931619,sao paulo,SP
01326,-23.55457215015292,-46.64563164931619,sao paulo,SP
01326,-23.55457215015292,-46.64563164931619,sao paulo,SP
01327,-23.564046038576965,-46.64530158866645,sao paulo,SP
01327,-23.565363296699157,-46.645102225373606,sao paulo,SP
01327,-23.565363296699157,-46.645102225373606,sao paulo,SP
01327,-23.565363296699157,-46.645102225373606,sao paulo,SP
01327,-23.565363296699157,-46.645102225373606,sao paulo,SP
01327,-23.565363296699157,-46.645102225373606,sao paulo,SP
01333,-23.564971247013695,-46.650082683593986,sao paulo,SP
01333,-23.564971247013695,-46.650082683593986,são paulo,SP
01333,-23.564971247013695,-46.650082683593986,são paulo,SP
01410,-23.564414398840057,-46.663571210110156,são paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,sao paulo,SP
01415,-23.551983062727214,-46.65473309547579,são paulo,SP
01415,-23.553181414103495,-46.657235734664425,sao paulo,SP
01415,-23.553181414103495,-46.657235734664425,sao paulo,SP
01415,-23.553181414103495,-46.657235734664425,sao paulo,SP
01415,-23.553181414103495,-46.657235734664425,sao paulo,SP
01415,-23.553181414103495,-46.657235734664425,são paulo,SP
01415,-23.554972634745248,-46.66021891993187,sao paulo,SP
01415,-23.557890227306853,-46.66349965029714,sao paulo,SP
01415,-23.56067075575627,-46.66640273703037,sao paulo,SP
01415,-23.56067075575627,-46.66640273703037,sao paulo,SP
01415,-23.56067075575627,-46.66640273703037,sao paulo,SP
01415,-23.561543169023047,-46.667303124761915,sao paulo,SP
01415,-23.563576446015364,-46.66940143450284,sao paulo,SP
01415,-23.563576446015364,-46.66940143450284,são paulo,SP
01416,-23.56068146295225,-46.6681819561429,sao paulo,SP
01416,-23.56068146295225,-46.6681819561429,sao paulo,SP
01420,-23.56028461503841,-46.66162310407414,sao paulo,SP
01420,-23.56028461503841,-46.66162310407414,sao paulo,SP
01420,-23.56028461503841,-46.66162310407414,sao paulo,SP
01420,-23.562492191788298,-46.65919018013155,sao paulo,SP
01420,-23.562492191788298,-46.65919018013155,sao paulo,SP
01420,-23.562492191788298,-46.65919018013155,sao paulo,SP
01420,-23.562492191788298,-46.65919018013155,sao paulo,SP
01420,-23.567747804056754,-46.6529287836574,sao paulo,SP
01422,-23.560485706070796,-46.66519355300368,sao paulo,SP
01422,-23.560485706070796,-46.66519355300368,sao paulo,SP
01422,-23.564082531219366,-46.66083479724743,sao paulo,SP
01422,-23.564082531219366,-46.66083479724743,sao paulo,SP
01422,-23.564082531219366,-46.66083479724743,são paulo,SP
01422,-23.564432640573624,-46.660464571325555,sao paulo,SP
01422,-23.564987392174952,-46.659920877604,sao paulo,SP
01422,-23.567999301142567,-46.65650245420967,sao paulo,SP
01451,-23.583566776299826,-46.68292862836861,sao paulo,SP
01451,-23.583566776299826,-46.68292862836861,sao paulo,SP
01451,-23.583566776299826,-46.68292862836861,sao paulo,SP
01451,-23.583566776299826,-46.68292862836861,sao paulo,SP
01451,-23.583566776299826,-46.68292862836861,sao paulo,SP
01451,-23.583566776299826,-46.68292862836861,sao paulo,SP
01452,-23.56883153079836,-46.69199439364803,sao paulo,SP
01452,-23.56883153079836,-46.69199439364803,sao paulo,SP
01452,-23.56883153079836,-46.69199439364803,sao paulo,SP
01452,-23.56883153079836,-46.69199439364803,sao paulo,SP
01452,-23.56883153079836,-46.69199439364803,sao paulo,SP
01452,-23.56883153079836,-46.69199439364803,sao paulo,SP
01452,-23.57793770107913,-46.686368043568635,sao paulo,SP
01452,-23.57793770107913,-46.686368043568635,sao paulo,SP
01452,-23.57793770107913,-46.686368043568635,sao paulo,SP
01452,-23.57793770107913,-46.686368043568635,sao paulo,SP
01455,-23.581015397166617,-46.69279459893825,sao paulo,SP
01455,-23.582267843181977,-46.689508441427726,sao paulo,SP
01455,-23.582267843181977,-46.689508441427726,sao paulo,SP
01455,-23.582267843181977,-46.689508441427726,sao paulo,SP
01455,-23.582607087425718,-46.690005284898156,sao paulo,SP
01501,-23.552633556754596,-46.634601288937546,sao paulo,SP
01501,-23.552633556754596,-46.634601288937546,sao paulo,SP
01504,-23.562184746321197,-46.63879068402667,sao paulo,SP
01510,-23.560062516244397,-46.63300898112987,sao paulo,SP
01510,-23.560062516244397,-46.63300898112987,sao paulo,SP
01510,-23.560062516244397,-46.63300898112987,sao paulo,SP
01510,-23.560062516244397,-46.63300898112987,sao paulo,SP
01511,-23.557309323619364,-46.6329635471753,sao paulo,SP
01511,-23.55793898834324,-46.63292261267247,sao paulo,SP
01511,-23.55875840743839,-46.63286110545911,sao paulo,SP
01511,-23.55875840743839,-46.63286110545911,sao paulo,SP
01511,-23.55875840743839,-46.63286110545911,sao paulo,SP
01511,-23.562684869553916,-46.63264188732751,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,sao paulo,SP
01520,-23.55889725284208,-46.62062912421365,são paulo,SP
01520,-23.55889725284208,-46.62062912421365,são paulo,SP
01520,-23.559488475993984,-46.618962747706185,sao paulo,SP
01520,-23.559488475993984,-46.618962747706185,sao paulo,SP
01520,-23.559488475993984,-46.618962747706185,sao paulo,SP
01526,-23.561984462115518,-46.6315837076,sao paulo,SP
01529,-23.566888519562607,-46.63354565973221,sao paulo,SP
01529,-23.566888519562607,-46.63354565973221,sao paulo,SP
01529,-23.566888519562607,-46.63354565973221,sao paulo,SP
01529,-23.57069384263371,-46.63668671787179,sao paulo,SP
01529,-23.57069384263371,-46.63668671787179,sao paulo,SP
01530,-23.569851730221043,-46.6295107625656,sao paulo,SP
01531,-23.567215683045735,-46.633361931155946,sao paulo,SP
01531,-23.567215683045735,-46.633361931155946,são paulo,SP
01531,-23.567405081597332,-46.63349277505907,sao paulo,SP
01531,-23.567405081597332,-46.63349277505907,sao paulo,SP
01531,-23.571394554532898,-46.63207344754457,sao paulo,SP
01531,-23.571394554532898,-46.63207344754457,sao paulo,SP
01531,-23.571394554532898,-46.63207344754457,são paulo,SP
01531,-23.571394554532898,-46.63207344754457,são paulo,SP
01533,-23.570389320012676,-46.63769974646544,são paulo,SP
01533,-23.570389320012676,-46.63769974646544,são paulo,SP
01533,-23.571944633360264,-46.63717081057762,sao paulo,SP
01533,-23.57322038051819,-46.63764582569684,sao paulo,SP
01533,-23.573596253678797,-46.637744794333244,sao paulo,SP
01533,-23.573596253678797,-46.637744794333244,sao paulo,SP
01540,-23.564358135726195,-46.62189758021236,sao paulo,SP
01540,-23.564358135726195,-46.62189758021236,sao paulo,SP
01540,-23.56439088842405,-46.63936270234855,são paulo,SP
01545,-23.581373061053768,-46.6178758329102,sao paulo,SP
01545,-23.581373061053768,-46.6178758329102,sao paulo,SP
01545,-23.581373061053768,-46.6178758329102,sao paulo,SP
01545,-23.581373061053768,-46.6178758329102,sao paulo,SP
01545,-23.581373061053768,-46.6178758329102,são paulo,SP
01547,-23.58210372347767,-46.62230744920847,sao paulo,SP
01548,-23.57673630030584,-46.61336685858964,sao paulo,SP
01548,-23.577929769086467,-46.6138725298344,sao paulo,SP
01549,-23.576752930149198,-46.6143599580895,sao paulo,SP
01549,-23.576752930149198,-46.6143599580895,são paulo,SP
01549,-23.576752930149198,-46.6143599580895,são paulo,SP
01549,-23.578146167638067,-46.61810048112988,sao paulo,SP
01550,-23.57472333833455,-46.61701567262973,sao paulo,SP
01551,-23.573567378296488,-46.61236669539499,sao paulo,SP
02013,-23.50207654953692,-46.637321543320205,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,sao paulo,SP
02013,-23.502709676380633,-46.63064355828379,são paulo,SP
02017,-23.500299510675813,-46.63691061226845,sao paulo,SP
02017,-23.500299510675813,-46.63691061226845,sao paulo,SP
02017,-23.500299510675813,-46.63691061226845,sao paulo,SP
02017,-23.500299510675813,-46.63691061226845,são paulo,SP
02034,-23.50425549653755,-46.6229112799065,sao paulo,SP
02066,-23.50594483596861,-46.607569962808014,sao paulo,SP
02074,-23.50293015015292,-46.60449079961335,são paulo,SP
02074,-23.503282470713867,-46.60837144463039,sao paulo,SP
02074,-23.50574775797796,-46.597268341797,são paulo,SP
02075,-23.504481764643067,-46.601336530526886,sao paulo,SP
02083,-23.492811855675455,-46.59862069845341,sao paulo,SP
02083,-23.496568260343892,-46.59485756717059,são paulo,SP
02083,-23.496568260343892,-46.59485756717059,são paulo,SP
02128,-23.506957697472462,-46.59435373022104,sao paulo,SP
02128,-23.506964214265114,-46.594781894540894,sao paulo,SP
02135,-23.49927677906978,-46.58892912906108,sao paulo,SP
02136,-23.49753873105776,-46.57785025965141,são paulo,SP
02161,-23.48630925644876,-46.56794263780366,sao paulo,SP
02161,-23.49071285429047,-46.56956473327946,sao paulo,SP
02161,-23.49071285429047,-46.56956473327946,sao paulo,SP
02161,-23.492079860926918,-46.57065645253622,são paulo,SP
02202,-23.491728209273454,-46.597555183738216,sao paulo,SP
02209,-23.481699024698507,-46.592374274770606,sao paulo,SP
02209,-23.482706050233723,-46.58788760713256,sao paulo,SP
02209,-23.482706050233723,-46.58788760713256,sao paulo,SP
02209,-23.487542392174955,-46.58045987760399,sao paulo,SP
02210,-23.481139306134224,-46.58273093158865,sao paulo,SP
02226,-23.479673280599002,-46.574686168330544,sao paulo,SP
02226,-23.485276131282795,-46.56832087898897,sao paulo,SP
02227,-23.477101207888467,-46.57281857937563,sao paulo,SP
02227,-23.477101207888467,-46.57281857937563,sao paulo,SP
02229,-23.473201358589648,-46.571218024842715,sao paulo,SP
02229,-23.473201358589648,-46.571218024842715,sao paulo,SP
02229,-23.473952098534212,-46.57200021856426,são paulo,SP
02229,-23.475999583126534,-46.56959455176295,sao paulo,SP
02229,-23.479573641410354,-46.566365500692484,sao paulo,SP
02232,-23.476880409660094,-46.567392433521874,sao paulo,SP
02238,-23.468620190951583,-46.56757594823705,sao paulo,SP
02238,-23.47572696364474,-46.57782085053956,sao paulo,SP
02238,-23.47572696364474,-46.57782085053956,sao paulo,SP
02238,-23.47724567943905,-46.58068782209015,são paulo,SP
02241,-23.49230052178431,-46.60493319317328,sao paulo,SP
02242,-23.484990530671105,-46.60456201387845,sao paulo,SP
02246,-23.48706851457095,-46.60136049708581,sao paulo,SP
02251,-23.470560723007683,-46.588533197472465,sao paulo,SP
02251,-23.47539998834324,-46.58459109824575,sao paulo,SP
02251,-23.47539998834324,-46.58459109824575,sao paulo,SP
