review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
0005bc906dfe3b73261020bf8e9b76cf,75cc0defdf90cda65066ce0ac171e2ab,5,,Muito bom ,2017-10-15 01:00:00,2017-10-15 17:53:22
000b3f23cb5d4e7dd8536fb2fe749164,b979990724c0c6accce90ed2a7bb04e0,5,,,2018-06-13 00:00:00,2018-06-14 00:24:36
00130cbe1f9d422698c812ed8ded1919,04a28263e085d399c97ae49e0b477efa,1,,"O cartucho ""original HP"" 60XL não é reconhecido pela impressora, consequentemente não funcionou. Além de ter chegado com atraso de mais de 15 dias do previsto. Preciso que seja trocado. ",2018-03-07 00:00:00,2018-03-20 18:08:23
001fb24cd0236565963c8301ea4490ed,840d56f863cce183ed7b2340fe33a3b6,5,,,2018-06-22 00:00:00,2018-06-25 14:30:21
002e44e3cf13f44a98e7623c88fdd336,76ccfd1f50385cff04dc3ba521500b47,4,,,2018-02-06 00:00:00,2018-02-07 12:04:30
00416f56c25bff14d99acc7ab848828b,6d0f0280ebfb3b857b70731c9df2158c,5,,,2018-05-18 00:00:00,2018-05-20 16:15:11
004487c7eeef88c369db5e2a9eb55a7b,d2aa63ac411996ad85fc0099c47db2df,3,,,2017-05-10 00:00:00,2017-05-13 00:26:19
0047003d8db587826ba443ca6005f953,6728a6a592a63817d0ac211044efa702,5,,,2018-08-26 00:00:00,2018-08-29 19:11:50
004d7b37fc34956513d3f983f42a576b,15f8a954a337218a8196bae2dc3d801d,5,,,2017-06-04 00:00:00,2017-06-06 21:51:04
005ee02b2a92d329cd650b1bba202b26,ff73e2e57b5c7d3a1aa7c3ccaacafaa6,2,,"Os tampos da mesa estavam danificados e aparentemente tentaram pintar com qualquer tinta antes de enviar o que só piorou tudo, acabamento péssimo, lateral do tampo descascando e soltando pedacinho :(",2017-06-30 00:00:00,2017-07-01 20:22:44
0067e0026403f22e86d7e52f666a6d90,a271a428c3186d0c7325878c2075a8d8,5,,,2018-05-18 00:00:00,2018-05-23 14:49:46
0068ee55e45516d7eb44878466342b15,ad017ea4537bcf364b841c9160b0fa51,5,,,2018-03-29 00:00:00,2018-03-31 20:59:36
007317dd0626d2256d07fc90df6ee515,510c6acb378271d88724c354faf156e1,5,,,2017-10-17 00:00:00,2017-10-18 09:04:37
00797ee982880d24ddfb309e2ea9697f,517edafccdb3fbe4164342a0f5ada0ca,5,,,2017-12-01 00:00:00,2017-12-01 19:29:15
0098a1f240c3744c8b356396ad4da32d,01c391e962558d0793e8dd8f6bad0999,5,,,2018-03-15 00:00:00,2018-03-15 18:11:46
009cfd7eae00f368bfeddd43d43dfce0,117c08edcd4cf5c43118fefa4e0dab79,3,Prazo não cumprido,Houve atraso de 6 dias em relação ao informado e não houve atualização da data.,2018-08-23 00:00:00,2018-08-24 09:24:47
00a14f834ceade49b8a54fd92b96fe48,828999d80d891785ff88623835515884,3,,,2018-08-19 00:00:00,2018-08-21 19:39:26
00a3cc84914eb20e5313dd5549d63194,aec4f3ce724b67ce527d67f7eb60a310,4,,,2018-04-16 00:00:00,2018-04-18 21:43:49
00b49439147c80e6916759355791a8cf,03dbf3a42789c67ed5e2198f08d997dc,4,,"Paguei o frete porém não foi feita a entrega em minha residência o produto está no correio, sendo que já comprei e foi entregue em minha casa, o problema maior é que os produtos tem volume para retira",2018-03-23 00:00:00,2018-03-27 14:33:29
00b86cda8e6a6961f769b612f06683fd,b29f546b1ce275afb2a0c39f0ade6bcc,5,,,2017-12-17 00:00:00,2017-12-18 04:50:10
00bcfc16c44b876f8f448123f55ccdb6,f90185ee34b0b34c876b408aa6a5686b,5,,,2018-06-13 00:00:00,2018-06-13 21:52:58
00c74c234b9db092a34eaebc63817678,8455db911d020aad3cc78b9fad423695,3,,,2018-02-07 00:00:00,2018-02-10 14:19:42
00d2524d2467bed9d27562755bd3dc87,83078eacae0feb71b78ec731be836ab4,3,,"o produto apresentou folga na articulação,,é um produto util,porém pensei que era de melhor qualidade",2017-11-07 00:00:00,2017-11-08 21:54:24
00d3d9bac80cfba748b93472bae9bc78,c52b847a710480721b6c4def72048468,5,,,2017-12-18 00:00:00,2017-12-20 22:59:23
00dfad4667869bb78db69d24726bfc52,112e22ce5f700d2155befd89a15b4a5b,5,,,2018-05-12 00:00:00,2018-05-12 23:48:26
00e04841cf3842df4d4a090e56672f06,36acd0e7abb8ba0ac7fba360e09c5451,5,,Adorei o produto,2017-05-27 00:00:00,2017-05-29 11:46:34
00f0ed1d0af92c2ee93b9f60bba00bc1,09af242285bcc7d2f8b12ce33dcfcb7f,5,,"Chegou em bom estado, encaixou muito bem no celular, capinha muito bonita e fina, recomendo!!!",2018-01-30 00:00:00,2018-02-07 02:22:29
010a2241efade4307f9ddb11b210e857,dfaa4ce943a8dba10b754befb76fdb49,4,,,2017-12-03 00:00:00,2017-12-03 20:29:15
01158c6edca4165bf27a332e38702c31,397512738329930b9bf6d624b7db4969,4,,,2017-09-26 00:00:00,2017-09-28 20:15:22
0116fec8af5829c4a0598bc3b06bec6a,b155e2a8589d40bc9c0381ee48e3204f,4,,produto bom e bonito.,2018-02-17 00:00:00,2018-02-21 17:03:44
011a79e87b0273bbbe67a913a8230bd2,8a8ff2c8a82c73abed3c70e90953f0b2,1,,"Entrega no prazo, mas não serviu para o meu Carro uma Zafira Expression automática, não lê praticamente nada.",2018-04-04 00:00:00,2018-04-06 22:30:48
011a9d77c04614d097904c1b72900a67,bd6b1316314a1f12d58ebf467f3f2d80,3,,,2018-07-11 00:00:00,2018-07-11 12:05:02
01365287c23e42f553fdd37afef2d3e1,ce2d0e7e8a249b93d3cfadb57113023f,5,,"Produto de alta qualidade, recomendo. Entregue super rapida!",2018-08-24 00:00:00,2018-08-27 11:09:47
0137cc8039d5b0d01b1535c6c7a4a0ab,7787da2148a7cb3d33fb258e674f8a3e,5,,"Excelente loja, super confiável , entrega no prazo, preço bom, satisfação garantida.",2017-12-14 00:00:00,2017-12-15 00:30:37
0153726cf98dfa0f5c0994878e787db3,c1a2ee16a0ebb378f57bdf69fcf45b79,4,Recomendo,..,2018-08-30 00:00:00,2018-08-31 00:18:36
0162340d190549d567ee0fdfb8fb725b,9f1887ee4f71cd4db972aeac47ca54f7,1,Atraso na entrega ,Ainda não recebi o produto é já se passou o prazo solicitado.,2018-08-18 00:00:00,2018-08-18 10:57:42
0164813279fca168f16dc2fce414850b,17f70d10c2acd50864b5dae4885894b5,3,,produto muito bom custo e benefício.,2017-02-15 00:00:00,2017-02-18 16:04:08
01b7c56377973f04fb90dfc788cd1fbc,7a2a2633b023ac3ee1dc583d44181b2a,4,,,2018-08-21 00:00:00,2018-08-21 23:27:51
01c16f03a8105807ad8499b0d98bca5a,761d39ded287ade72b1e8bdd95fe0253,3,,"Não gostei pois a gentes faz um pedido,aí ele vem em vários embalagem várias entrega.
Acho que seria ótimo fazer só uma embalagem do uma entregar.",2017-11-17 00:00:00,2017-11-18 00:33:44
01cdbf5c9237ec70ad864a6403cabdc1,dbc94ce4ff22c2daba89640dacc43949,5,,,2018-05-03 00:00:00,2018-05-06 00:13:26
01d0fe570e4c3a3b49a002e15bf39cef,33b7a15ce8edde0ee1be98069f2f5fc7,1,,,2017-09-16 00:00:00,2017-09-19 01:36:26
01eda5719e88f5524c7904bc70d08639,2db55bc45408ca33aa8ff88bbe7fc720,5,,"A LOJA é boa, compro há muitos anos, só que, desta vez, o PRODUTO VEIO DEFEITUOSO e já solicitei a troca.",2017-07-26 00:00:00,2017-07-27 01:17:02
02220e30a4b7a1b199b0f1baec21e7e1,959815491185d6d44b4adfb9caaf3b9f,4,,,2017-03-28 00:00:00,2017-03-29 16:22:10
022a93b7b82ceafd13a48b544b4e1aff,ad1d5c46d63588c477f08b1a917e0788,5,,,2018-04-12 00:00:00,2018-04-13 18:14:27
0232421580625d7f28addcba03b40e3b,820749211528f2ac3c371469c8dcff94,5,Ótimo ,"Produto ótimo, chegou certinho e um detalhe , sem risco , td nos conforme ",2018-08-04 00:00:00,2018-08-05 12:05:37
025050034fe97f815863a0e89dcbb9eb,0a6003474a7471ca13dbdb23b2c04ec6,1,,"Espelho veio todo arranhado, parece que foi econtrado no lixo.",2018-02-20 00:00:00,2018-02-21 13:22:58
025cab198bb46b6182c13c8a1a8d0811,7eb947ee7c01b2d8872bc456302687ac,5,,,2018-02-21 00:00:00,2018-02-22 00:54:05
0268cfaceb71a5ab4f28db28c339a402,cfa24f77a1afcf0827e88b162f7cf0b2,5,,,2018-06-15 00:00:00,2018-06-18 13:40:34
02758513428840ec2c4b920ef4e47204,ecb7b1b5d15cf872f986f88e7344d9ed,4,,,2018-08-15 00:00:00,2018-08-17 12:42:55
027798fdfaa0d04c7558b1b5494859b4,cebe9a3966a2fc8ffd1a3c5996678283,2,,,2018-06-22 00:00:00,2018-06-22 21:13:21
02781060fb582c7f31776afceaa51a1b,e979ae327ab74afbaf6f54421c6e4d74,5,,,2018-06-05 00:00:00,2018-06-06 13:39:53
02a982fc56c0043385b69acc0353656e,ac7be03875c6dcaf9cbe029dceeaf54c,5,,"Produto de alta qualidade, entrega no prazo e preço show de bola.",2017-09-06 00:00:00,2017-09-07 12:52:05
02ee0688ff58defd03e85eb242498c98,fcaa22948cf53b9b3ff7de0c67b6391c,5,,Bom produto.,2018-02-17 00:00:00,2018-02-17 17:29:00
02f9e4f1abb4f3c95e28ad3eff25fef4,615881190acfd290a2122e6e4d6055c8,5,,,2018-01-19 00:00:00,2018-01-22 14:36:17
02fa1bb56130b4d267772bd4b6edcf09,9760a853206ee0cabbd18c7449b4edb2,3,,,2018-05-05 00:00:00,2018-05-11 13:03:34
032e8dd4ffd4874c9461b134ee52e340,e8a8221d81dec1257a582b21f3db43fd,5,,,2018-08-07 00:00:00,2018-08-08 13:03:15
0340049ad5abcf4d0f5ee2445ca09ce0,cc6c9b89f70b32d7fe075718e0fc58e7,1,,Até agora não recebi o produto ,2018-03-04 00:00:00,2018-03-06 18:26:55
0344ba0e0f69fc63d7c873b5b3b096c8,2e241dd7ebbf1f048d5e0783826066c0,5,,,2018-03-28 00:00:00,2018-03-29 10:52:00
034528cb00b6bc981847acafbdf2ae0b,3d3742a96f24a8fe4e2e57628807e476,1,,,2017-05-14 00:00:00,2017-05-15 02:17:38
034fff9d15616ad687256f58a057f4f4,dcec2b3be8c3d53056fe63381b2a6cfe,5,,Eficiente do pedido a entrega,2018-01-31 00:00:00,2018-02-01 17:08:48
035cdc5e7ad5192da517cd947ed17a98,355c14cca8fef764ee4faa28db69342f,5,Excelente Loja,,2018-08-21 00:00:00,2018-08-22 12:13:24
035e9d725bb3dc10ec4816644d305b9f,6e798bc06e940adb731741796285a267,4,,,2018-01-10 00:00:00,2018-01-10 19:29:23
0367049c3d7c8e08b9fade8d6ceac5f9,da44f554b7c4550b0d3cd650f132d1e1,5,,"produto entregue antes do prazo, adorei",2017-09-16 00:00:00,2017-09-18 18:12:53
036f7ae263c8b62f7f9d9f3055e79fd3,4505b87dc4843da73734e3e1a6537999,5,Otima,,2018-07-14 00:00:00,2018-07-16 14:18:31
03833b3a80353c3c27eda9d0da007881,8a3086454aae1719e85d336d067a66e1,1,,,2018-05-23 00:00:00,2018-05-25 21:39:49
038c0eb7e6a1a98949c1afa9cf1fea5d,e1bcc5095d07604629d0bce9477d77a9,5,,,2018-04-03 00:00:00,2018-04-05 18:15:32
03c012aa6f2cd09d6741429194d599e4,93f09cc1052604f96116493cbf93606b,5,,,2018-08-01 00:00:00,2018-08-04 13:33:46
03c07b37294e67770931d09992478ce6,9ca29d49222112b86ede739f9a9dfbeb,5,Perfeito!,O perfume é ótimo. O preço sem comparação. Podem comprar sem medo.,2018-07-31 00:00:00,2018-08-01 23:22:23
03f9dbb61a7b699fcc6b805507852f89,4de273e695a489841193c7a5bd6911cd,5,,,2017-10-21 00:00:00,2017-10-21 14:56:03
041f31fb77b4ccaf6ecdca38cb821b1d,ecdfdb87979ffaab7c1133bf18fdef83,3,,,2018-02-22 00:00:00,2018-02-27 12:15:39
042968610802d8fe0a66d3d33874b656,62005c92ae50253cbafc90c07cf33d2e,5,,,2018-08-25 00:00:00,2018-08-27 00:35:19
044509e7a03da1828b84a6bfea494708,5b1b26d3f1b67defc956d8ae1d95d407,3,,Excelente ,2018-05-25 00:00:00,2018-06-11 20:11:40
0451f9bf5286e1588b0f7475b6fe7488,f637db9f107a517712822ef3c44024aa,1,,Não recomendo a loja.,2018-04-12 00:00:00,2018-04-15 21:46:39
045b99ac220d573cf54962b20c5e14bf,79b5579acdaecb745610365f3f181fce,4,,,2018-02-12 00:00:00,2018-02-16 13:48:24
0467168471b4c9507db000c493744da5,16378369550d1c3b2b2d3c817db399c9,3,,Não tem botão para ajustar o volume.,2017-05-28 00:00:00,2017-05-31 01:15:12
0476add2f4fd59ac8ad9173a34ce3381,615ca9b2afeaf5644ae8cef64797132e,5,,,2017-08-15 00:00:00,2017-08-16 14:20:31
04774c7f89bbb960a1204b8b6aa608fc,a5f588c27a89f3717988ca093e02ba3d,1,,fui cobrado por um produto que nem entregue foi,2018-01-10 00:00:00,2018-01-10 11:59:05
0479eddd3cfbbe071acfc09a3d5cb5c6,0f4e0cf683934cf2cc6b45a24b386a14,5,,,2018-06-04 00:00:00,2018-06-06 16:17:20
047d6804d4f8ff12f5ccd283d5892bff,1e359230c99e4510d4ce63375b5c7f72,5,Bom,Chegou logo ,2018-08-23 00:00:00,2018-08-30 16:25:27
047fa317d535b4f1ac011e65e888ce06,cf5dc40ae925414c07d1a74645ced6c2,3,,,2018-07-14 00:00:00,2018-07-15 01:53:08
048857db60613f775dd445ef1b1c5d47,add756e3e5d6be09e93f4e5ca22d7b44,2,,,2018-06-15 00:00:00,2018-06-16 12:58:41
0499653320c1907687fd50e2d2d5dc15,7a76b222b6be79748cd291410b57c160,5,,,2018-05-16 00:00:00,2018-05-17 01:49:04
04c900db29776b7d2cea7662a78209a3,0bdb173bda4bf7e4109fe707c309252a,5,,,2017-12-10 00:00:00,2017-12-11 14:52:31
04cb49fc6ac8098485a39ad1619dc652,7de03e8d15c7de252f740627b5f666a0,5,,,2017-08-02 00:00:00,2017-08-07 10:53:21
04d0f503c2dc3bf3fd560264d1beecae,c37d7909bc3c1037311795c9056acfc6,5,,,2018-06-02 00:00:00,2018-06-05 03:49:39
04d945e95c788a3aa1ffbee42105637b,029863af4b968de1e5d6a82782e662f5,5,,,2017-07-14 00:00:00,2017-07-17 13:58:06
04f44ee8c9ef9db1586d597a2ce5f82d,c58f135d215cadb93a6648e61849ad15,5,,,2018-07-03 00:00:00,2018-07-04 11:19:22
0501dd5f64de5ff95898e31e6528319d,3d7b9f89c8227047efa43e1c557e0966,4,,,2018-08-18 00:00:00,2018-08-22 23:50:12
05130601a9feed6446bf9beae35df5fa,17e22ae34edbd170fcd2efe9e44f95bd,5,,,2018-05-12 00:00:00,2018-05-13 01:12:37
